catalog,series,nside,delta_disc_mas,cdf
ucac4,before,64,5.334999999999997,0.2348267513072494
ucac4,before,64,5.352,0.23549309243321329
ucac4,before,64,5.367,0.2361594335591772
ucac4,before,64,5.383,0.2368257746851411
ucac4,before,64,5.399,0.23749211581110502
ucac4,before,64,5.415,0.2381584569370689
ucac4,before,64,5.431000000000001,0.2388247980630328
ucac4,before,64,5.449,0.23949622576247737
ucac4,before,64,5.466000000000001,0.24016256688844126
ucac4,before,64,5.482000000000001,0.24082890801440518
ucac4,before,64,5.497000000000001,0.24149524914036907
ucac4,before,64,5.511000000000001,0.242161590266333
ucac4,before,64,5.527,0.2428279313922969
ucac4,before,64,5.5440000000000005,0.24349935909174145
ucac4,before,64,5.561,0.24416570021770534
ucac4,before,64,5.577,0.24483204134366926
ucac4,before,64,5.593,0.24549838246963315
ucac4,before,64,5.609999999999999,0.24616472359559707
ucac4,before,64,5.625,0.24683106472156097
ucac4,before,64,5.641,0.24749740584752486
ucac4,before,64,5.657,0.24816883354696942
ucac4,before,64,5.672000000000001,0.2488351746729333
ucac4,before,64,5.689,0.24950151579889723
ucac4,before,64,5.705,0.25016785692486115
ucac4,before,64,5.72,0.250834198050825
ucac4,before,64,5.735999999999999,0.25150053917678894
ucac4,before,64,5.7520000000000024,0.25216688030275286
ucac4,before,64,5.7669999999999995,0.2528383080021974
ucac4,before,64,5.783999999999999,0.2535046491281613
ucac4,before,64,5.800000000000001,0.2541709902541252
ucac4,before,64,5.8160000000000025,0.2548373313800891
ucac4,before,64,5.834999999999999,0.25550367250605305
ucac4,before,64,5.8500000000000005,0.2561700136320169
ucac4,before,64,5.866999999999999,0.2568414413314615
ucac4,before,64,5.885,0.2575077824574254
ucac4,before,64,5.899,0.25817412358338926
ucac4,before,64,5.914,0.2588404647093532
ucac4,before,64,5.93,0.2595068058353171
ucac4,before,64,5.945,0.260173146961281
ucac4,before,64,5.96,0.2608394880872449
ucac4,before,64,5.9769999999999985,0.26151091578668945
ucac4,before,64,5.991,0.26217725691265337
ucac4,before,64,6.007999999999999,0.2628435980386173
ucac4,before,64,6.024000000000001,0.26350993916458115
ucac4,before,64,6.040000000000003,0.2641762802905451
ucac4,before,64,6.055,0.264842621416509
ucac4,before,64,6.071999999999999,0.26551404911595355
ucac4,before,64,6.087999999999999,0.2661803902419174
ucac4,before,64,6.103000000000001,0.26684673136788134
ucac4,before,64,6.119,0.26751307249384526
ucac4,before,64,6.135000000000002,0.2681794136198091
ucac4,before,64,6.151,0.26884575474577305
ucac4,before,64,6.166,0.26951209587173697
ucac4,before,64,6.180999999999999,0.2701835235711815
ucac4,before,64,6.197000000000003,0.2708498646971454
ucac4,before,64,6.2139999999999995,0.2715162058231093
ucac4,before,64,6.229000000000003,0.27218254694907323
