catalog,series,nside,delta_disc_mas,cdf
ucac4,after,256,3.431370086978415,0.5156771939997127
ucac4,after,256,3.4371817118436336,0.5163441327824889
ucac4,after,256,3.4430507754734094,0.5170113894579167
ucac4,after,256,3.448936153446269,0.517678328240693
ucac4,after,256,3.4546886428282875,0.5183455849161208
ucac4,after,256,3.4606577597860024,0.5190125236988972
ucac4,after,256,3.4664780630423877,0.5196797803743249
ucac4,after,256,3.4725414687702596,0.5203470370497527
ucac4,after,256,3.4784340170447514,0.5210139758325291
ucac4,after,256,3.4842285462293137,0.5216812325079568
ucac4,after,256,3.4901242948084423,0.5223481712907332
ucac4,after,256,3.4961772472703174,0.523015427966161
ucac4,after,256,3.5019400830036815,0.5236823667489373
ucac4,after,256,3.5079285354567755,0.5243496234243651
ucac4,after,256,3.5138060061488403,0.5250165622071414
ucac4,after,256,3.5197489295705395,0.5256838188825692
ucac4,after,256,3.525387667922466,0.5263507576653456
ucac4,after,256,3.531154745511458,0.5270180143407733
ucac4,after,256,3.5369887839581544,0.5276852710162011
ucac4,after,256,3.54292666083758,0.5283522097989775
ucac4,after,256,3.5489925924402,0.5290194664744052
ucac4,after,256,3.555035518626724,0.5296864052571815
ucac4,after,256,3.560865022157401,0.5303536619326094
ucac4,after,256,3.566805424648564,0.5310206007153856
ucac4,after,256,3.5730030352049766,0.5316878573908134
ucac4,after,256,3.5791704313237176,0.5323547961735897
ucac4,after,256,3.5850827548189694,0.5330220528490175
ucac4,after,256,3.5911516004455772,0.5336889916317938
ucac4,after,256,3.5970992499014827,0.5343562483072216
ucac4,after,256,3.6030727004794674,0.535023187089998
ucac4,after,256,3.6092213273906317,0.5356904437654257
ucac4,after,256,3.6154551759763223,0.5363577004408535
ucac4,after,256,3.6213904980502214,0.5370246392236299
ucac4,after,256,3.627381597575347,0.5376918958990576
ucac4,after,256,3.633496665100676,0.538358834681834
ucac4,after,256,3.639359950591208,0.5390260913572618
ucac4,after,256,3.645388196357235,0.5396930301400381
ucac4,after,256,3.651507212519178,0.5403602868154659
ucac4,after,256,3.657629995436299,0.5410272255982422
ucac4,after,256,3.663583201119195,0.54169448227367
ucac4,after,256,3.6696511742774334,0.5423614210564462
ucac4,after,256,3.675665935731957,0.5430286777318741
ucac4,after,256,3.6819449943877576,0.5436959344073019
ucac4,after,256,3.688172568411723,0.5443628731900781
ucac4,after,256,3.694281303034529,0.545030129865506
ucac4,after,256,3.7005068213723753,0.5456970686482823
ucac4,after,256,3.7066866331254893,0.54636432532371
ucac4,after,256,3.712850581338586,0.5470312641064864
ucac4,after,256,3.7189126614771624,0.5476985207819142
ucac4,after,256,3.7251487205224043,0.5483654595646905
ucac4,after,256,3.7313838530059336,0.5490327162401183
ucac4,after,256,3.7376225569972306,0.5496996550228946
ucac4,after,256,3.743968257522468,0.5503669116983224
ucac4,after,256,3.7502247034033616,0.5510338504810988
ucac4,after,256,3.7562624346976925,0.5517011071565265
ucac4,after,256,3.762603080641693,0.5523683638319543
ucac4,after,256,3.768797491322083,0.5530353026147307
ucac4,after,256,3.7749704160879958,0.5537025592901584
ucac4,after,256,3.7810347766119836,0.5543694980729348
ucac4,after,256,3.7872528554525537,0.5550367547483626
ucac4,after,256,3.793622899190133,0.5557036935311389
ucac4,after,256,3.799970878277925,0.5563709502065667
ucac4,after,256,3.8064304155737974,0.5570378889893429
ucac4,after,256,3.8127184828250336,0.5577051456647708
ucac4,after,256,3.8192401050322324,0.558372084447547
ucac4,after,256,3.8257094161978227,0.5590393411229748
ucac4,after,256,3.8321985888434007,0.5597065977984027
ucac4,after,256,3.838505999255915,0.5603735365811789
ucac4,after,256,3.8450308496296586,0.5610407932566067
ucac4,after,256,3.8511264136815253,0.5617077320393831
ucac4,after,256,3.8573632078952973,0.5623749887148108
ucac4,after,256,3.863759248628682,0.5630419274975872
ucac4,after,256,3.8704546286882042,0.563709184173015
ucac4,after,256,3.8769752921545457,0.5643761229557913
ucac4,after,256,3.883405041286977,0.5650433796312191
ucac4,after,256,3.8898065281502667,0.5657103184139954
ucac4,after,256,3.8962504313236224,0.5663775750894232
ucac4,after,256,3.902751242866451,0.567044831764851
ucac4,after,256,3.909428597351095,0.5677117705476273
ucac4,after,256,3.9157428627546835,0.5683790272230551
ucac4,after,256,3.922089727535962,0.5690459660058315
ucac4,after,256,3.9288146121691625,0.5697132226812592
ucac4,after,256,3.935274540205338,0.5703801614640356
ucac4,after,256,3.941936921273907,0.5710474181394634
ucac4,after,256,3.9484671032686194,0.5717143569222396
ucac4,after,256,3.9550753663372262,0.5723816135976675
ucac4,after,256,3.9619860967625193,0.5730485523804437
ucac4,after,256,3.9683401280479256,0.5737158090558715
ucac4,after,256,3.9749614796824844,0.5743827478386478
ucac4,after,256,3.981312790987289,0.5750500045140756
ucac4,after,256,3.9880322072982093,0.5757172611895034
ucac4,after,256,3.9944895939718172,0.5763841999722797
ucac4,after,256,4.001030899199016,0.5770514566477075
ucac4,after,256,4.007703737007002,0.5777183954304839
ucac4,after,256,4.0144196415156514,0.5783856521059116
ucac4,after,256,4.021184450769299,0.579052590888688
ucac4,after,256,4.027594345957398,0.5797198475641158
ucac4,after,256,4.034164196843875,0.5803867863468921
ucac4,after,256,4.040786056739435,0.5810540430223199
ucac4,after,256,4.04728015899299,0.5817209818050962
ucac4,after,256,4.05397265506172,0.582388238480524
ucac4,after,256,4.06073057207011,0.5830554951559518
ucac4,after,256,4.0674520256918125,0.5837224339387281
ucac4,after,256,4.074130647789929,0.5843896906141559
ucac4,after,256,4.080623150943495,0.5850566293969323
ucac4,after,256,4.087383941941454,0.58572388607236
ucac4,after,256,4.094017632590031,0.5863908248551363
ucac4,after,256,4.100695161833912,0.5870580815305642
ucac4,after,256,4.107364975537536,0.5877250203133404
ucac4,after,256,4.114193066082379,0.5883922769887682
ucac4,after,256,4.121016111027295,0.5890592157715445
ucac4,after,256,4.127733345636628,0.5897264724469723
ucac4,after,256,4.134533316729772,0.5903934112297486
ucac4,after,256,4.141235322671111,0.5910606679051764
ucac4,after,256,4.148191110575063,0.5917279245806042
ucac4,after,256,4.154975981735561,0.5923948633633805
ucac4,after,256,4.161482707541914,0.5930621200388083
ucac4,after,256,4.168536692965745,0.5937290588215847
ucac4,after,256,4.175140265920447,0.5943963154970124
ucac4,after,256,4.182264363567424,0.5950632542797888
ucac4,after,256,4.189204101470715,0.5957305109552166
ucac4,after,256,4.195861235954604,0.5963974497379929
ucac4,after,256,4.202809861154115,0.5970647064134207
ucac4,after,256,4.209888278564293,0.597731645196197
ucac4,after,256,4.2168690374531135,0.5983989018716248
ucac4,after,256,4.223621829342363,0.5990661585470526
ucac4,after,256,4.230402093598137,0.5997330973298289
ucac4,after,256,4.2371888567566,0.6004003540052567
ucac4,after,256,4.244226573035377,0.601067292788033
ucac4,after,256,4.251173910016448,0.6017345494634608
ucac4,after,256,4.258370606148546,0.6024014882462371
ucac4,after,256,4.2654180588258725,0.6030687449216648
ucac4,after,256,4.272625188544282,0.6037356837044412
ucac4,after,256,4.279687410227854,0.604402940379869
ucac4,after,256,4.28676427107348,0.6050698791626453
ucac4,after,256,4.293667729529517,0.6057371358380731
ucac4,after,256,4.300577570302668,0.6064043925135009
ucac4,after,256,4.307594760368801,0.6070713312962772
ucac4,after,256,4.314679593603918,0.607738587971705
ucac4,after,256,4.3217158278254,0.6084055267544813
ucac4,after,256,4.328947381307701,0.6090727834299091
ucac4,after,256,4.336142462742064,0.6097397222126855
ucac4,after,256,4.342988573145014,0.6104069788881132
ucac4,after,256,4.350159519410152,0.6110739176708896
ucac4,after,256,4.357180474962362,0.6117411743463174
ucac4,after,256,4.364226671038791,0.6124081131290937
ucac4,after,256,4.371311622323061,0.6130753698045215
ucac4,after,256,4.3784456736325055,0.6137423085872977
ucac4,after,256,4.385785883490222,0.6144095652627256
ucac4,after,256,4.392997431101325,0.6150768219381534
ucac4,after,256,4.4004621441989045,0.6157437607209296
ucac4,after,256,4.4077615636233425,0.6164110173963575
ucac4,after,256,4.415244270180139,0.6170779561791337
ucac4,after,256,4.422317951826699,0.6177452128545615
ucac4,after,256,4.429444620961021,0.6184121516373379
ucac4,after,256,4.43674593478255,0.6190794083127656
ucac4,after,256,4.444015144913223,0.619746347095542
ucac4,after,256,4.450999831830309,0.6204136037709698
ucac4,after,256,4.458272397447885,0.6210805425537461
ucac4,after,256,4.465407380736252,0.6217477992291739
ucac4,after,256,4.4728196770520015,0.6224150559046017
ucac4,after,256,4.480082498575573,0.623081994687378
ucac4,after,256,4.487320648799773,0.6237492513628058
ucac4,after,256,4.494800272671393,0.6244161901455821
ucac4,after,256,4.502237024776406,0.6250834468210099
ucac4,after,256,4.509711677693971,0.6257503856037863
ucac4,after,256,4.517086522683291,0.626417642279214
ucac4,after,256,4.524800508819103,0.6270845810619904
ucac4,after,256,4.532102340562866,0.6277518377374182
ucac4,after,256,4.539440054390717,0.6284187765201944
ucac4,after,256,4.546899032633716,0.6290860331956223
ucac4,after,256,4.55432531693782,0.6297529719783985
ucac4,after,256,4.561870059236028,0.6304202286538263
ucac4,after,256,4.569308112672871,0.6310874853292542
ucac4,after,256,4.576900794694215,0.6317544241120304
ucac4,after,256,4.584206101261778,0.6324216807874582
ucac4,after,256,4.591634782175447,0.6330886195702345
ucac4,after,256,4.59940375489148,0.6337558762456623
ucac4,after,256,4.606876650063413,0.6344228150284387
ucac4,after,256,4.61441538788182,0.6350900717038664
ucac4,after,256,4.621980550165841,0.6357570104866428
ucac4,after,256,4.629691307844276,0.6364242671620706
ucac4,after,256,4.637144670058909,0.6370912059448469
ucac4,after,256,4.644818523110649,0.6377584626202747
ucac4,after,256,4.6526256645042565,0.6384257192957025
ucac4,after,256,4.6603118279854385,0.6390926580784788
ucac4,after,256,4.668406055143067,0.6397599147539066
ucac4,after,256,4.675860409000876,0.6404268535366829
ucac4,after,256,4.683913469589612,0.6410941102121107
ucac4,after,256,4.691767760656909,0.6417610489948871
ucac4,after,256,4.699607914958552,0.6424283056703148
ucac4,after,256,4.707161554372398,0.6430952444530911
ucac4,after,256,4.71502016967518,0.643762501128519
ucac4,after,256,4.722899971633979,0.6444294399112952
ucac4,after,256,4.7307994654536145,0.645096696586723
ucac4,after,256,4.738435960997041,0.6457639532621509
ucac4,after,256,4.745968152786023,0.6464308920449271
ucac4,after,256,4.753593076888594,0.6470981487203549
ucac4,after,256,4.7614281179557665,0.6477650875031312
ucac4,after,256,4.769382141317276,0.648432344178559
ucac4,after,256,4.777331194402596,0.6490992829613353
ucac4,after,256,4.784999365491107,0.6497665396367631
ucac4,after,256,4.7927733074196865,0.6504334784195395
ucac4,after,256,4.8006582985258905,0.6511007350949672
ucac4,after,256,4.808772944349727,0.6517676738777436
ucac4,after,256,4.816603458386346,0.6524349305531714
ucac4,after,256,4.824511092997678,0.6531018693359477
ucac4,after,256,4.832385080242991,0.6537691260113755
ucac4,after,256,4.8402534976120535,0.6544363826868033
ucac4,after,256,4.848273109189151,0.6551033214695796
ucac4,after,256,4.856276938664395,0.6557705781450074
ucac4,after,256,4.864323044703497,0.6564375169277837
ucac4,after,256,4.8720200064973795,0.6571047736032115
ucac4,after,256,4.87969227785152,0.6577717123859878
ucac4,after,256,4.887732800332133,0.6584389690614156
ucac4,after,256,4.895738905735769,0.6591059078441919
ucac4,after,256,4.903839700997597,0.6597731645196196
ucac4,after,256,4.911806617970086,0.660440103302396
ucac4,after,256,4.91978355613618,0.6611073599778238
ucac4,after,256,4.927960206052857,0.6617746166532515
ucac4,after,256,4.935992601480775,0.6624415554360279
ucac4,after,256,4.944182243093493,0.6631088121114557
ucac4,after,256,4.952364617540994,0.663775750894232
ucac4,after,256,4.960536563675284,0.6644430075696598
ucac4,after,256,4.968788284427031,0.6651099463524361
ucac4,after,256,4.977188585142219,0.6657772030278639
ucac4,after,256,4.9855527840919756,0.6664441418106403
ucac4,after,256,4.993899568519311,0.667111398486068
ucac4,after,256,5.002156231808799,0.6677783372688444
ucac4,after,256,5.010256397485216,0.6684455939442722
ucac4,after,256,5.018790383598105,0.6691125327270485
ucac4,after,256,5.027073919410839,0.6697797894024763
ucac4,after,256,5.035152774403349,0.6704470460779041
ucac4,after,256,5.043218784176517,0.6711139848606804
ucac4,after,256,5.051336533893803,0.6717812415361082
ucac4,after,256,5.059574296315805,0.6724481803188844
ucac4,after,256,5.0682512472772245,0.6731154369943123
ucac4,after,256,5.076762678193575,0.6737823757770885
ucac4,after,256,5.085346757560092,0.6744496324525163
ucac4,after,256,5.093474985180933,0.6751165712352927
ucac4,after,256,5.101534130756491,0.6757838279107204
ucac4,after,256,5.110225784164051,0.6764507666934968
ucac4,after,256,5.118659661577668,0.6771180233689246
ucac4,after,256,5.127179861467912,0.6777852800443523
ucac4,after,256,5.135626937639387,0.6784522188271287
ucac4,after,256,5.144124013581125,0.6791194755025565
ucac4,after,256,5.152778947980735,0.6797864142853328
ucac4,after,256,5.161781739459514,0.6804536709607606
ucac4,after,256,5.170461011391566,0.6811206097435369
ucac4,after,256,5.1788460197870165,0.6817878664189647
ucac4,after,256,5.187739905486335,0.6824548052017411
ucac4,after,256,5.196308420975214,0.6831220618771688
ucac4,after,256,5.205050299277175,0.6837890006599452
ucac4,after,256,5.213839798159398,0.684456257335373
ucac4,after,256,5.222848867203499,0.6851235140108007
ucac4,after,256,5.231774699554279,0.6857904527935771
ucac4,after,256,5.240646316015244,0.6864577094690049
ucac4,after,256,5.249550698623548,0.6871246482517811
ucac4,after,256,5.258172371226756,0.687791904927209
ucac4,after,256,5.2673842391832295,0.6884588437099852
ucac4,after,256,5.276547812987138,0.689126100385413
ucac4,after,256,5.285411839955017,0.6897930391681893
ucac4,after,256,5.294497714263958,0.6904602958436171
ucac4,after,256,5.303381696447673,0.6911272346263935
ucac4,after,256,5.312472213570878,0.6917944913018212
ucac4,after,256,5.321081656757357,0.6924614300845976
ucac4,after,256,5.329982591125361,0.6931286867600254
ucac4,after,256,5.3386692305920995,0.6937959434354531
ucac4,after,256,5.34742658331615,0.6944628822182295
ucac4,after,256,5.356989074974258,0.6951301388936573
ucac4,after,256,5.3660683885337,0.6957970776764336
ucac4,after,256,5.374873947851377,0.6964643343518614
ucac4,after,256,5.384138781969643,0.6971312731346377
ucac4,after,256,5.393411367118214,0.6977985298100655
ucac4,after,256,5.40277470117536,0.6984654685928419
ucac4,after,256,5.412579012742929,0.6991327252682696
ucac4,after,256,5.421566640462936,0.6997996640510459
ucac4,after,256,5.43039447692707,0.7004669207264738
ucac4,after,256,5.4397803851880795,0.7011341774019015
ucac4,after,256,5.449004670587129,0.7018011161846778
ucac4,after,256,5.4583460766112815,0.7024683728601057
ucac4,after,256,5.4673032924255764,0.7031353116428819
ucac4,after,256,5.476187811252721,0.7038025683183097
ucac4,after,256,5.485696763626553,0.704469507101086
ucac4,after,256,5.4952464583664025,0.7051367637765138
ucac4,after,256,5.5046839970692645,0.7058037025592901
ucac4,after,256,5.513906427318545,0.7064709592347179
ucac4,after,256,5.523220904154314,0.7071378980174943
ucac4,after,256,5.532706421756307,0.707805154692922
ucac4,after,256,5.542006947570091,0.7084720934756984
ucac4,after,256,5.551713698005514,0.7091393501511262
ucac4,after,256,5.561171925681851,0.7098066068265539
ucac4,after,256,5.570938307082258,0.7104735456093303
ucac4,after,256,5.5802014152822075,0.7111408022847581
ucac4,after,256,5.58966946300648,0.7118077410675344
ucac4,after,256,5.599252182181912,0.7124749977429622
ucac4,after,256,5.60861988059375,0.7131419365257385
ucac4,after,256,5.618308957235268,0.7138091932011663
ucac4,after,256,5.6277902551986045,0.7144761319839426
ucac4,after,256,5.637796132326163,0.7151433886593704
ucac4,after,256,5.647749296963063,0.7158103274421467
ucac4,after,256,5.657263026902527,0.7164775841175745
ucac4,after,256,5.666963568844167,0.7171448407930023
ucac4,after,256,5.676420106681563,0.7178117795757786
ucac4,after,256,5.686265800214482,0.7184790362512063
ucac4,after,256,5.696168322644894,0.7191459750339827
ucac4,after,256,5.706014371242006,0.7198132317094105
ucac4,after,256,5.7159497667911054,0.7204801704921868
ucac4,after,256,5.725407497822495,0.7211474271676146
ucac4,after,256,5.735550289300615,0.721814365950391
ucac4,after,256,5.745431810554433,0.7224816226258187
ucac4,after,256,5.755544885103788,0.7231485614085951
ucac4,after,256,5.7658351923654365,0.7238158180840228
ucac4,after,256,5.775793767249404,0.7244830747594506
ucac4,after,256,5.785468588972062,0.725150013542227
ucac4,after,256,5.79552277454308,0.7258172702176547
ucac4,after,256,5.805548379728222,0.7264842090004311
ucac4,after,256,5.815758288095083,0.7271514656758589
ucac4,after,256,5.825877063292069,0.7278184044586352
ucac4,after,256,5.835788094020817,0.728485661134063
ucac4,after,256,5.845740886330362,0.7291525999168392
ucac4,after,256,5.856158131519326,0.7298198565922671
ucac4,after,256,5.866573271260796,0.7304867953750434
ucac4,after,256,5.87695877189595,0.7311540520504711
ucac4,after,256,5.8872558890954565,0.7318209908332475
ucac4,after,256,5.897857923414591,0.7324882475086752
ucac4,after,256,5.908179453149728,0.733155504184103
ucac4,after,256,5.918655795082371,0.7338224429668794
ucac4,after,256,5.928897268419547,0.7344896996423071
ucac4,after,256,5.939454000033541,0.7351566384250835
ucac4,after,256,5.949977237868211,0.7358238951005113
ucac4,after,256,5.960521058946481,0.7364908338832876
ucac4,after,256,5.971115022692501,0.7371580905587154
ucac4,after,256,5.981952136351577,0.7378250293414917
ucac4,after,256,5.992441389891251,0.7384922860169195
ucac4,after,256,6.002960741822278,0.7391592247996959
ucac4,after,256,6.013410619551266,0.7398264814751236
ucac4,after,256,6.023740356589334,0.7404937381505514
ucac4,after,256,6.033954442692433,0.7411606769333278
ucac4,after,256,6.044464806050966,0.7418279336087555
ucac4,after,256,6.054951546961753,0.7424948723915319
ucac4,after,256,6.065714518708331,0.7431621290669597
ucac4,after,256,6.076587988164,0.7438290678497359
ucac4,after,256,6.08714332694861,0.7444963245251638
ucac4,after,256,6.098154517639989,0.74516326330794
ucac4,after,256,6.109098658440267,0.7458305199833678
ucac4,after,256,6.1201945162684055,0.7464974587661442
ucac4,after,256,6.130925189801729,0.7471647154415719
ucac4,after,256,6.141837306580825,0.7478316542243483
ucac4,after,256,6.1525737294638745,0.748498910899776
ucac4,after,256,6.163665660230279,0.7491661675752038
ucac4,after,256,6.175061804698087,0.7498331063579802
ucac4,after,256,6.1859043809377745,0.750500363033408
ucac4,after,256,6.197188560576778,0.7511673018161843
ucac4,after,256,6.208364287401352,0.7518345584916121
ucac4,after,256,6.219189181349602,0.7525014972743884
ucac4,after,256,6.23029463334862,0.7531687539498162
ucac4,after,256,6.241684790301193,0.7538356927325925
ucac4,after,256,6.25301311137207,0.7545029494080203
ucac4,after,256,6.263819068770886,0.7551698881907967
ucac4,after,256,6.275274472983302,0.7558371448662244
ucac4,after,256,6.286278113667649,0.7565044015416522
ucac4,after,256,6.297439729834636,0.7571713403244286
ucac4,after,256,6.30872095081412,0.7578385969998563
ucac4,after,256,6.319811374768079,0.7585055357826327
ucac4,after,256,6.331694908569318,0.7591727924580605
ucac4,after,256,6.343292100254228,0.7598397312408367
ucac4,after,256,6.354652625167768,0.7605069879162646
ucac4,after,256,6.366129743502192,0.7611739266990408
ucac4,after,256,6.378235723398417,0.7618411833744686
ucac4,after,256,6.389699729036977,0.762508122157245
ucac4,after,256,6.401680064427183,0.7631753788326727
ucac4,after,256,6.413882605209235,0.7638426355081005
ucac4,after,256,6.425715998433233,0.7645095742908768
ucac4,after,256,6.437396881295115,0.7651768309663046
ucac4,after,256,6.4491248312591125,0.765843769749081
ucac4,after,256,6.460991514244429,0.7665110264245087
ucac4,after,256,6.473172081603025,0.7671779652072851
ucac4,after,256,6.485048599422253,0.7678452218827129
ucac4,after,256,6.497001201783746,0.7685121606654892
ucac4,after,256,6.509171875622627,0.769179417340917
ucac4,after,256,6.521181250860089,0.7698463561236933
ucac4,after,256,6.533619368044867,0.7705136127991211
ucac4,after,256,6.5459593478183535,0.7711805515818975
ucac4,after,256,6.558125129518226,0.7718478082573252
ucac4,after,256,6.570185451182407,0.772515064932753
ucac4,after,256,6.582429884136383,0.7731820037155294
ucac4,after,256,6.594438248228343,0.7738492603909571
ucac4,after,256,6.606943459393818,0.7745161991737334
ucac4,after,256,6.61915326925309,0.7751834558491613
ucac4,after,256,6.6313735401042635,0.7758503946319375
ucac4,after,256,6.643181190805642,0.7765176513073653
ucac4,after,256,6.65553002338509,0.7771845900901416
ucac4,after,256,6.668162154081013,0.7778518467655694
ucac4,after,256,6.680854387792063,0.7785187855483457
ucac4,after,256,6.69341643911018,0.7791860422237735
ucac4,after,256,6.705590099949749,0.7798532988992013
ucac4,after,256,6.718209447533325,0.7805202376819776
ucac4,after,256,6.730815632271119,0.7811874943574054
ucac4,after,256,6.743369433947109,0.7818544331401818
ucac4,after,256,6.756617695016217,0.7825216898156095
ucac4,after,256,6.76926983609396,0.7831886285983859
ucac4,after,256,6.782047926065115,0.7838558852738137
ucac4,after,256,6.795191507806409,0.78452282405659
ucac4,after,256,6.8084211767053695,0.7851900807320178
ucac4,after,256,6.821463024487052,0.7858570195147941
ucac4,after,256,6.834395111287611,0.7865242761902219
ucac4,after,256,6.847389864934307,0.7871912149729982
ucac4,after,256,6.860598039374217,0.787858471648426
ucac4,after,256,6.8738130218092355,0.7885257283238538
ucac4,after,256,6.886981527869413,0.78919266710663
ucac4,after,256,6.9000943447107375,0.7898599237820579
ucac4,after,256,6.913660758756063,0.7905268625648342
ucac4,after,256,6.926901871280087,0.791194119240262
ucac4,after,256,6.940322791141559,0.7918610580230383
ucac4,after,256,6.953407866103255,0.7925283146984661
ucac4,after,256,6.966852887087256,0.7931952534812424
ucac4,after,256,6.980347757660184,0.7938625101566702
ucac4,after,256,6.99394545247986,0.7945294489394465
ucac4,after,256,7.0070523551504635,0.7951967056148743
ucac4,after,256,7.0206811199755705,0.7958639622903021
ucac4,after,256,7.03388682464611,0.7965309010730784
ucac4,after,256,7.047497255076692,0.7971981577485062
ucac4,after,256,7.061271205340816,0.7978650965312826
ucac4,after,256,7.075442707930847,0.7985323532067103
ucac4,after,256,7.089034216747962,0.7991992919894867
ucac4,after,256,7.102903711221218,0.7998665486649145
ucac4,after,256,7.116580422785342,0.8005334874476908
ucac4,after,256,7.130881738088931,0.8012007441231186
ucac4,after,256,7.145453674733005,0.8018676829058948
ucac4,after,256,7.159433729759542,0.8025349395813227
ucac4,after,256,7.173997000926917,0.8032021962567505
ucac4,after,256,7.188275496255246,0.8038691350395267
ucac4,after,256,7.202447800302871,0.8045363917149546
ucac4,after,256,7.2166373069870104,0.8052033304977309
ucac4,after,256,7.231505828057557,0.8058705871731586
ucac4,after,256,7.245944659510451,0.806537525955935
ucac4,after,256,7.259278690570059,0.8072047826313627
ucac4,after,256,7.273681950014833,0.8078717214141391
ucac4,after,256,7.2890997226734235,0.8085389780895669
ucac4,after,256,7.303058093434217,0.8092059168723432
ucac4,after,256,7.317813699435007,0.809873173547771
ucac4,after,256,7.332980746975181,0.8105401123305473
ucac4,after,256,7.347902230344193,0.8112073690059751
ucac4,after,256,7.362548985236913,0.8118746256814029
ucac4,after,256,7.376968749261318,0.8125415644641792
ucac4,after,256,7.391139349339694,0.813208821139607
ucac4,after,256,7.40603917636944,0.8138757599223834
ucac4,after,256,7.420753521239725,0.8145430165978111
ucac4,after,256,7.436118268381037,0.8152099553805875
ucac4,after,256,7.45166582860017,0.8158772120560153
ucac4,after,256,7.466538990367551,0.8165441508387915
ucac4,after,256,7.481275701042051,0.8172114075142194
ucac4,after,256,7.495921034126511,0.8178783462969956
ucac4,after,256,7.51089076049697,0.8185456029724234
ucac4,after,256,7.526989969769543,0.8192128596478513
ucac4,after,256,7.542662184944975,0.8198797984306275
ucac4,after,256,7.557161958284816,0.8205470551060553
ucac4,after,256,7.572426781398249,0.8212139938888317
ucac4,after,256,7.587621838013606,0.8218812505642594
ucac4,after,256,7.603475991337689,0.8225481893470358
ucac4,after,256,7.619114444439218,0.8232154460224635
ucac4,after,256,7.634329977291088,0.8238823848052399
ucac4,after,256,7.649741234319293,0.8245496414806677
ucac4,after,256,7.665491997085358,0.825216580263444
ucac4,after,256,7.681730417393171,0.8258838369388718
ucac4,after,256,7.698169809102289,0.8265507757216481
ucac4,after,256,7.713918428725496,0.8272180323970759
ucac4,after,256,7.73009202186698,0.8278852890725037
ucac4,after,256,7.746070772901845,0.82855222785528
ucac4,after,256,7.762542936845145,0.8292194845307078
ucac4,after,256,7.778569756777699,0.8298864233134842
ucac4,after,256,7.795747355425128,0.8305536799889119
ucac4,after,256,7.812428098098451,0.8312206187716882
ucac4,after,256,7.829116309739865,0.8318878754471161
ucac4,after,256,7.845430101427645,0.8325548142298923
ucac4,after,256,7.862094336510282,0.8332220709053201
ucac4,after,256,7.878901535402562,0.8338890096880964
ucac4,after,256,7.896199680548989,0.8345562663635242
ucac4,after,256,7.912672996423169,0.835223523038952
ucac4,after,256,7.929137051677088,0.8358904618217283
ucac4,after,256,7.946737746717346,0.8365577184971561
ucac4,after,256,7.964240917000225,0.8372246572799324
ucac4,after,256,7.981719232803044,0.8378919139553602
ucac4,after,256,7.999518466764469,0.8385588527381366
ucac4,after,256,8.01717090931487,0.8392261094135643
ucac4,after,256,8.034634934150604,0.8398930481963407
ucac4,after,256,8.052509417560543,0.8405603048717685
ucac4,after,256,8.069758727334587,0.8412272436545448
ucac4,after,256,8.08742899538928,0.8418945003299726
ucac4,after,256,8.105837695312474,0.8425617570054004
ucac4,after,256,8.123976390627206,0.8432286957881767
ucac4,after,256,8.14163018009139,0.8438959524636045
ucac4,after,256,8.15962513572143,0.8445628912463808
ucac4,after,256,8.177451957122237,0.8452301479218086
ucac4,after,256,8.195318027771888,0.8458970867045849
ucac4,after,256,8.21341103660707,0.8465643433800127
ucac4,after,256,8.232314504338195,0.847231282162789
ucac4,after,256,8.251403255451834,0.8478985388382168
ucac4,after,256,8.27049989530351,0.8485654776209931
ucac4,after,256,8.289639706935645,0.8492327342964209
ucac4,after,256,8.308173131049061,0.8498996730791972
ucac4,after,256,8.326516674434856,0.850566929754625
ucac4,after,256,8.345428238799487,0.8512341864300528
ucac4,after,256,8.364322041132418,0.8519011252128291
ucac4,after,256,8.383298362502579,0.8525683818882569
ucac4,after,256,8.402623713531817,0.8532353206710332
ucac4,after,256,8.422393283165086,0.853902577346461
ucac4,after,256,8.441943874741554,0.8545695161292374
ucac4,after,256,8.46077092236186,0.8552367728046651
ucac4,after,256,8.479839923022283,0.8559037115874415
ucac4,after,256,8.499275190009541,0.8565709682628693
ucac4,after,256,8.518670712226246,0.8572379070456456
ucac4,after,256,8.538433041785765,0.8579051637210734
ucac4,after,256,8.558664982762082,0.8585724203965012
ucac4,after,256,8.578725768643281,0.8592393591792775
ucac4,after,256,8.599087478464172,0.8599066158547053
ucac4,after,256,8.619364395571026,0.8605735546374815
ucac4,after,256,8.63957412669013,0.8612408113129094
ucac4,after,256,8.661037554493927,0.8619077500956857
ucac4,after,256,8.681307077096132,0.8625750067711134
ucac4,after,256,8.70169005892894,0.8632419455538898
ucac4,after,256,8.72163509643568,0.8639092022293176
ucac4,after,256,8.742493946061662,0.8645761410120939
ucac4,after,256,8.764106885676131,0.8652433976875217
ucac4,after,256,8.785330699927496,0.865910336470298
ucac4,after,256,8.806872603639263,0.8665775931457258
ucac4,after,256,8.82805477350886,0.8672448498211536
ucac4,after,256,8.85083332121182,0.8679117886039299
ucac4,after,256,8.872330306116993,0.8685790452793577
ucac4,after,256,8.89399501501184,0.869245984062134
ucac4,after,256,8.91549056580537,0.8699132407375618
ucac4,after,256,8.937175304730546,0.8705801795203382
ucac4,after,256,8.95977262525227,0.871247436195766
ucac4,after,256,8.982608808104715,0.8719143749785423
